Guided mode log DATA time.struct_time(tm_year=2016, tm_mon=6, tm_mday=6, tm_hour=21, tm_min=33, tm_sec=30, tm_wday=0, tm_yday=158, tm_isdst=0)
time	 RC5VAL	 yaw_angle	 objposx	 objposy	 RC7VAL	 vx	 vy	 gain	 size	 roll	 pitch	 RC6VAL
1465248813.348497	1400.000000	-2.068291	55.262318	99.566513	1400.000000	0.400000	-0.400000	0.400000	37.330105	0.072026	0.017993	1400.000000
1465248814.827411	1400.000000	-2.065616	115.031586	46.399548	1400.000000	-0.400000	0.400000	0.400000	33.663013	0.072172	0.018222	1400.000000
1465248815.409622	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072331	0.018073	1400.000000
1465248816.025302	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072392	0.018062	1400.000000
1465248816.542685	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072636	0.018177	1400.000000
1465248817.036461	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072684	0.018031	1400.000000
1465248817.606759	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072846	0.017983	1400.000000
1465248818.184772	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072703	0.017626	1400.000000
1465248818.706782	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072483	0.017448	1400.000000
1465248819.174824	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072562	0.017366	1400.000000
1465248819.658205	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072486	0.017053	1400.000000
1465248820.175048	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072427	0.016813	1400.000000
1465248820.658787	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072247	0.015538	1400.000000
1465248821.207429	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072262	0.014395	1400.000000
1465248821.712224	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072484	0.013990	1400.000000
1465248822.216160	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072522	0.013361	1400.000000
1465248822.741803	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072530	0.013009	1400.000000
1465248823.285359	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072234	0.012667	1400.000000
1465248823.876919	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072147	0.012689	1400.000000
1465248824.578498	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071916	0.012891	1400.000000
1465248825.667941	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071767	0.013055	1400.000000
1465248826.806182	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071511	0.013593	1400.000000
1465248827.350463	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071238	0.013726	1400.000000
1465248827.847413	0.000000	0.000000	-566.000000	-566.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071147	0.014584	1400.000000
